record,type,0_pre-RR,0_post-RR,0_pPeak,0_tPeak,0_rPeak,0_sPeak,0_qPeak,0_qrs_interval,0_pq_interval,0_qt_interval,0_st_interval,0_qrs_morph0,0_qrs_morph1,0_qrs_morph2,0_qrs_morph3,0_qrs_morph4,1_pre-RR,1_post-RR,1_pPeak,1_tPeak,1_rPeak,1_sPeak,1_qPeak,1_qrs_interval,1_pq_interval,1_qt_interval,1_st_interval,1_qrs_morph0,1_qrs_morph1,1_qrs_morph2,1_qrs_morph3,1_qrs_morph4
I01,VEB,103,245,0.221135878,0.358921171,-0.380400124,-0.744554075,-0.380400124,3,5,16,8,-0.380400124,-0.380400124,-0.566114553,-0.566114553,-0.696455621,103,245,0.044699915,0.142548126,0.634833683,0.131032747,-0.103474219,51,38,91,2,-0.103474219,-0.080684075,0.016721234,0.048462606,0.556329286
I01,VEB,102,243,0.21633129,0.349071958,-0.359796886,-0.755099392,-0.359796886,3,4,15,8,-0.359796886,-0.359796886,-0.558077425,-0.558077425,-0.699061336,102,243,-0.081845035,0.155434681,0.626217214,0.149740616,-0.091008428,41,9,52,2,-0.091008428,-0.010033756,0.026500744,0.146460334,0.626217214
I01,VEB,104,234,0.228752705,0.341850247,-0.213906837,-0.734426813,-0.213906837,4,4,15,7,-0.213906837,-0.213906837,-0.42483753,-0.60682665,-0.718698713,104,234,0.015222752,0.167589403,0.646558348,0.145730977,0.00396278,22,4,29,3,0.00396278,0.069611524,0.313720803,0.63720002,0.471047228
I01,VEB,120,223,0.330937995,0.347018551,-0.133410952,-0.675216287,-0.133410952,4,4,15,7,-0.133410952,-0.133410952,-0.359148348,-0.551756659,-0.665845151,120,223,0.039075383,0.14872972,0.609955506,0.130932382,0.011345903,20,6,29,3,0.011345903,0.116563148,0.39405649,0.609955506,0.353916298
I01,VEB,120,227,0.308305787,0.30740797,-0.126464823,-0.627704471,-0.126464823,4,4,15,7,-0.126464823,-0.126464823,-0.338222292,-0.517756991,-0.622152391,120,227,0.063739759,0.163709878,0.609898985,0.124070136,0.027109307,20,7,31,4,0.027109307,0.123742423,0.398854352,0.609898985,0.365139388
I01,VEB,119,235,-0.113246055,0.277675972,0.354010513,-0.687005391,-0.117042838,25,3,35,7,-0.117042838,-0.07834986,-0.012846502,0.264937979,0.117138777,119,235,0.021047503,0.196328366,0.619870654,0.146574309,0.020928654,23,1,28,4,0.020928654,0.034725002,0.230201076,0.530127602,0.485517385
I01,VEB,103,259,0.128626321,0.358024693,-0.437588875,-0.787009666,-0.437588875,3,5,16,8,-0.437588875,-0.437588875,-0.616376107,-0.616376107,-0.740902186,103,259,0.036218844,0.135969943,0.699412301,0.117784307,0.031934857,22,3,28,3,0.031934857,0.109941885,0.407629967,0.699412301,0.404235596
I01,VEB,103,258,0.199936188,0.383046666,-0.257941144,-0.775628533,-0.257941144,4,4,16,8,-0.257941144,-0.257941144,-0.466601937,-0.64437442,-0.753852664,103,258,-0.066630952,0.149335855,0.634887277,0.148710008,-0.093391948,42,13,56,1,-0.093391948,-0.04412517,0.026767193,0.173488409,0.634887277
I01,VEB,105,253,0.146935178,0.360384053,-0.467083486,-0.792397809,-0.467083486,3,5,15,7,-0.467083486,-0.467083486,-0.645401161,-0.645401161,-0.76221847,105,253,-0.073219118,0.16849216,0.672211204,0.166068226,-0.074541066,41,2,44,1,-0.074541066,-0.013973923,0.006277015,0.161008941,0.672211204
I01,VEB,100,255,0.13500844,0.346616516,-0.326909892,-0.820271148,-0.326909892,4,4,16,8,-0.326909892,-0.326909892,-0.530190517,-0.700363436,-0.80320613,100,255,0.032903373,0.161371963,0.703259262,0.158738941,0.032074614,23,1,25,1,0.032074614,0.081700991,0.452266974,0.703259262,0.364386388
I01,VEB,101,253,0.148272797,0.325754204,-0.321368857,-0.754081259,-0.321368857,3,4,15,8,-0.321368857,-0.321368857,-0.514410409,-0.514410409,-0.669732886,101,253,0.042067724,0.160428242,0.683044594,0.151373288,0.039760651,22,3,27,2,0.039760651,0.103416364,0.37608571,0.683044594,0.423229015
I01,VEB,104,254,0.143319515,0.347916005,-0.410197828,-0.78267664,-0.410197828,3,5,15,7,-0.410197828,-0.410197828,-0.598656909,-0.598656909,-0.733021327,104,254,0.034455057,0.155941424,0.694574666,0.143753221,0.030844544,22,3,27,2,0.030844544,0.111000579,0.407663271,0.694574666,0.414397816
I01,VEB,102,264,0.175078355,0.364123373,-0.272036233,-0.738135155,-0.272036233,4,4,15,7,-0.272036233,-0.272036233,-0.468146981,-0.631703548,-0.727635913,102,264,-0.072581613,-0.368764987,0.664915083,-0.553146215,-0.090311485,57,5,70,8,-0.090311485,-0.042488129,0.024989725,0.573977054,0.132855629
I01,VEB,101,266,0.133822643,0.369692959,-0.413865936,-0.865325406,-0.413865936,3,4,16,9,-0.413865936,-0.413865936,-0.622459097,-0.622459097,-0.783468498,101,266,0.01809204,-0.39212934,0.719519543,-0.581841478,0.003012399,35,4,47,8,0.003012399,0.211911502,0.719519543,0.222053001,0.02367052
I01,VEB,103,261,0.100734069,0.383933671,-0.527134458,-0.918318972,-0.527134458,3,5,16,8,-0.527134458,-0.527134458,-0.726761175,-0.726761175,-0.866588943,103,261,0.008615678,-0.41757305,0.74491564,-0.617354762,0.008573692,38,1,48,9,0.008573692,0.083553757,0.66921338,0.340129,0.078675282
I01,VEB,103,257,0.086625093,0.328199755,-0.519701769,-0.874307821,-0.519701769,3,5,16,8,-0.519701769,-0.519701769,-0.708747736,-0.708747736,-0.83661991,103,257,-0.051957543,-0.362691875,0.694820224,-0.577475722,-0.062887943,55,6,70,9,-0.062887943,0.000999982,0.054146813,0.677967925,0.102482802
I01,VEB,103,257,0.146569021,0.322259525,-0.337020614,-0.843577639,-0.337020614,4,4,16,8,-0.337020614,-0.337020614,-0.547822113,-0.723330506,-0.827471798,103,257,0.044513347,0.156574776,0.69991118,0.14972422,0.031592317,23,6,31,2,0.031592317,0.102691781,0.419347698,0.693318645,0.387447352
I01,VEB,102,253,0.188229513,0.339775297,-0.348472764,-0.784312802,-0.348472764,3,5,17,9,-0.348472764,-0.348472764,-0.549668807,-0.549668807,-0.70534657,102,253,0.003803695,0.103399274,0.666277778,0.08183552,-0.0010935,26,3,31,2,-0.0010935,0.071185748,0.391316549,0.666277778,0.368643233
I01,VEB,116,257,0.12884218,0.249498616,-0.369705581,-0.685658682,-0.369705581,3,5,15,7,-0.369705581,-0.369705581,-0.538279458,-0.538279458,-0.65488302,116,257,0.067399435,0.18860637,0.639587271,0.114364972,-0.210937914,33,19,56,4,-0.210937914,-0.018389269,0.062984944,0.356616576,0.593276669
I01,VEB,104,258,0.14250585,0.42347534,-0.426110154,-0.793293496,-0.426110154,3,4,16,9,-0.426110154,-0.426110154,-0.615342875,-0.615342875,-0.745759582,104,258,0.109057828,0.137768643,0.592205988,0.114492039,0.095566077,21,4,28,3,0.095566077,0.147265975,0.367336718,0.584889225,0.404915577
I01,VEB,103,255,0.123281145,0.195233836,-0.456451025,-0.878193731,-0.456451025,3,5,16,8,-0.456451025,-0.456451025,-0.662008458,-0.662008458,-0.812043722,103,255,0.069131282,0.144712708,0.626809511,0.109672723,0.050993188,21,4,29,4,0.050993188,0.15864734,0.417094076,0.626809511,0.384880824
I01,VEB,115,230,-0.113012198,0.363514885,0.291407456,-0.647960523,-0.117231949,30,3,40,7,-0.117231949,-0.063599071,0.031339685,0.132547044,0.223879876,115,230,0.040833724,0.182694299,0.627635178,0.152420968,0.040027577,22,2,27,3,0.040027577,0.090305856,0.318686505,0.624413339,0.415823653
I01,VEB,103,230,0.125505066,0.1987561,-0.364519763,-0.84740763,-0.364519763,3,4,15,8,-0.364519763,-0.364519763,-0.581754505,-0.581754505,-0.754326896,103,230,0.059872254,0.189932863,0.620249518,0.186031765,0.053127138,23,3,28,2,0.053127138,0.089110282,0.340951219,0.592688608,0.420673098
I01,VEB,112,219,0.132757604,0.308742599,-0.399030707,-0.864550664,-0.399030707,3,4,14,7,-0.399030707,-0.399030707,-0.617857648,-0.617857648,-0.788026172,112,219,0.068662306,0.121131435,0.616533818,0.087611748,0.046918482,25,9,38,4,0.046918482,0.064422245,0.221152453,0.554835622,0.42996551
I01,VEB,118,203,-0.04989118,-0.288622701,-0.51148814,-0.51148814,-0.51148814,0,24,29,5,-0.51148814,-0.51148814,-0.51148814,-0.51148814,-0.51148814,118,203,0.035065276,0.713874067,0.671121661,0.671121661,0.021921647,24,5,31,2,0.021921647,0.030945141,0.058219425,0.141379599,0.390362143
I01,VEB,102,226,0.148243315,0.383364419,0.172612886,-0.737329305,-0.087067127,13,11,32,8,-0.087067127,-0.019896548,0.14629318,0.152042799,-0.294447406,102,226,-0.040213886,0.180200261,0.638874188,0.125924734,-0.043149283,29,3,35,3,-0.043149283,0.00755408,0.096811126,0.481670247,0.516034125
I01,VEB,116,219,0.224128853,0.372574792,-0.13293922,-0.631281274,-0.13293922,4,4,15,7,-0.13293922,-0.13293922,-0.334772292,-0.514957123,-0.624093423,116,219,0.108025507,0.160764081,0.602315691,0.120751472,0.051050383,20,7,30,3,0.051050383,0.178203288,0.457887628,0.597099682,0.282882863
I01,VEB,102,224,0.089435015,0.440135907,0.439243334,-0.661171985,-0.088523135,25,10,42,7,-0.088523135,0.012907264,0.105793047,0.378088697,0.157422632,102,224,-0.00257503,0.142675421,0.508491248,0.106360889,-0.017923044,23,6,33,4,-0.017923044,0.004822748,0.174008779,0.439559516,0.387246973
I01,VEB,102,225,0.334448929,0.433085653,-0.00498254,-0.668590516,-0.00498254,4,3,15,8,-0.00498254,-0.00498254,-0.2229219,-0.436915643,-0.5984225,102,225,0.025654218,0.140925775,0.506531476,0.122691943,0.009024442,21,6,30,3,0.009024442,0.051500879,0.247181604,0.486172619,0.372012778
I01,VEB,103,237,0.160548397,0.105535755,-0.462017773,-1.017682589,-0.462017773,3,4,15,8,-0.462017773,-0.462017773,-0.711646171,-0.711646171,-0.911027723,103,237,0.052518521,0.213435032,0.630338019,0.188020096,0.051653505,22,2,26,2,0.051653505,0.097744217,0.316271678,0.630338019,0.408538196
I01,VEB,105,227,0.193501318,-0.330268052,-0.465244575,-0.465244575,-0.981231367,4,40,46,2,-0.981231367,-0.981231367,-0.917819777,-0.788065967,-0.623195686,105,227,-0.111529763,0.058499871,0.621995542,0.030655274,-0.111784089,52,1,56,3,-0.111784089,-0.074131432,0.00876375,0.157752306,0.607866265
